theory,global_attribute_on_unnamed_lemma,use_apply,use_by,counter_example_finder,bad_style_command,lemma_transforming_attribute,auto_structural_composition,force_failure,low_level_apply_chain,unfinished_proof,global_attribute_changes,complex_isar_initial_method,diagnostic_command,simplifier_isar_initial_method,short_name,implicit_rule,unrestricted_auto,use_isar,proof_finder,smt_oracle,axiomatization_with_where,complex_method,apply_isar_switch,tactic_proofs,axiomatization_with_where
Akra_Bazzi.Master_Theorem,0,100,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0
Akra_Bazzi.Master_Theorem_Examples,0,55,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Algebraic_Number_Tests,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Algebraic_Numbers,0,368,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0
Algebraic_Numbers.Algebraic_Numbers_External_Code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Algebraic_Numbers_Pre_Impl,0,101,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Algebraic_Numbers_Prelim,0,294,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Algebraic_Numbers.Bivariate_Polynomials,0,79,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,73,0,0,0,1,0,0,0
Algebraic_Numbers.Cauchy_Root_Bound,0,59,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Compare_Complex,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Complex_Algebraic_Numbers,0,269,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
Algebraic_Numbers.Complex_Roots_Real_Poly,0,119,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Algebraic_Numbers.Factors_of_Int_Poly,0,90,0,0,0,0,0,17,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0
Algebraic_Numbers.Interval_Arithmetic,0,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Algebraic_Numbers.Min_Int_Poly,0,31,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Real_Algebraic_Numbers,0,875,0,0,0,0,0,120,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0
Algebraic_Numbers.Real_Roots,0,111,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Algebraic_Numbers.Resultant,0,225,0,0,0,0,0,63,0,0,0,0,0,0,0,1,0,112,0,0,0,1,2,0,0
Algebraic_Numbers.Show_Real_Alg,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Show_Real_Approx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Show_Real_Precise,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_Numbers.Sturm_Rat,0,48,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Algebraic_VCs.Domain_Quantale,0,93,1,0,0,0,0,33,0,0,0,0,0,1,1,0,0,26,0,0,0,0,0,0,0
Algebraic_VCs.KAD_is_KAT,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
Algebraic_VCs.P2S2R,1,45,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_VCs.Path_Model_Example,4,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
Algebraic_VCs.Pointer_Examples,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Algebraic_VCs.RKAT,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_VCs.RKAT_Models,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD,0,48,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD_Examples,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD_Examples2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD_dual,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD_dual_Examples,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD_scratch,0,118,1,0,0,0,0,30,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0
Algebraic_VCs.VC_KAD_wf,0,41,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAD_wf_Examples,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAT,0,40,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAT_Examples,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAT_Examples2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Algebraic_VCs.VC_KAT_scratch,0,65,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0,0
Algebraic_VCs.VC_RKAT,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algebraic_VCs.VC_RKAT_Examples,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen_Calculus.allen,0,1247,5,0,0,0,0,244,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0
Allen_Calculus.axioms,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen_Calculus.disjoint_relations,0,80,25,0,0,0,0,1,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0
Allen_Calculus.examples,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0
Allen_Calculus.jointly_exhaustive,0,54,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen_Calculus.nest,0,307,0,0,0,0,0,46,0,0,0,0,0,6,0,0,14,56,0,0,0,0,0,0,0
Allen_Calculus.xor_cal,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amicable_Numbers.Amicable_Numbers,0,448,0,0,0,0,1,221,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Amortized_Complexity.Amortized_Examples,0,51,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Amortized_Complexity.Amortized_Framework,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortized_Complexity.Amortized_Framework0,0,62,1,0,0,0,0,42,0,0,0,0,2,0,1,0,0,11,0,0,0,0,0,0,0
Amortized_Complexity.Lemmas_log,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Amortized_Complexity.Pairing_Heap_List1_Analysis,0,64,1,0,0,0,0,25,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0
Amortized_Complexity.Pairing_Heap_List1_Analysis2,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,0
Amortized_Complexity.Pairing_Heap_List2_Analysis,0,45,1,0,0,0,0,25,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Amortized_Complexity.Pairing_Heap_Tree_Analysis,0,57,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Amortized_Complexity.Pairing_Heap_Tree_Analysis2,0,55,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Amortized_Complexity.Priority_Queue_ops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortized_Complexity.Priority_Queue_ops_merge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortized_Complexity.Skew_Heap_Analysis,0,45,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amortized_Complexity.Splay_Heap_Analysis,0,42,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Amortized_Complexity.Splay_Tree_Analysis,0,134,0,0,0,0,0,87,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
Amortized_Complexity.Splay_Tree_Analysis_Base,0,25,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amortized_Complexity.Splay_Tree_Analysis_Optimal,0,134,1,0,0,0,0,72,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0
AnselmGod.AnselmGod,0,14,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,6
Applicative_Lifting.Abstract_AF,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_DNEList,0,36,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Environment,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Environment_Algebra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Filter,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Functor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_List,0,18,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Monoid,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Open_State,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Option,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_PMF,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Probability_List,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Set,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Star,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_State,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Stream,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Sum,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Test,0,42,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0
Applicative_Lifting.Applicative_Vector,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Beta_Eta,0,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Combinators,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Idiomatic_Terms,0,233,0,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Joinable,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Stream_Algebra,0,30,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Applicative_Lifting.Tree_Relabelling,0,51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approximation_Algorithms.Approx_BP_Hoare,0,456,0,0,0,0,0,133,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
Approximation_Algorithms.Approx_LB_Hoare,0,124,0,0,0,0,0,57,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Approximation_Algorithms.Approx_MIS_Hoare,0,139,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Approximation_Algorithms.Approx_SC_Hoare,0,85,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Approximation_Algorithms.Approx_VC_Hoare,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Approximation_Algorithms.Center_Selection,0,113,0,0,0,0,0,59,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Architectural_Design_Patterns.Auxiliary,0,36,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Architectural_Design_Patterns.Blackboard,0,115,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Architectural_Design_Patterns.Blockchain,0,670,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Architectural_Design_Patterns.Publisher_Subscriber,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Architectural_Design_Patterns.RF_LTL,0,182,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Architectural_Design_Patterns.Singleton,0,37,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aristotles_Assertoric_Syllogistic.AristotlesAssertoric,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arith_Prog_Rel_Primes.Arith_Prog_Rel_Primes,0,274,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArrowImpossibilityGS.Arrow_Order,0,75,2,0,0,0,0,33,0,0,0,0,0,1,0,0,2,19,0,0,2,0,0,0,2
ArrowImpossibilityGS.Arrow_Utility,16,71,2,0,0,0,0,42,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,2
ArrowImpossibilityGS.GS,0,52,0,0,0,0,0,27,0,0,0,0,0,8,0,0,1,5,0,0,0,0,0,0,0
Attack_Trees.AT,0,115,0,0,0,46,0,38,0,0,0,1,0,8,0,0,3,73,0,0,0,7,4,24,0
Attack_Trees.GDPRhealthcare,0,32,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,5,0
Attack_Trees.Infrastructure,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Attack_Trees.MC,0,86,0,0,0,2,0,21,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,3,0
Auto2_HOL.Arith_Thms,0,86,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Auto2_HOL_Extra_Setup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Auto2_HOL_Setup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Auto2_Main,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Auto2_Setup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Auto2_Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.HOL_Base,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Lists_Thms,0,53,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Logic_Thms,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Order_Thms,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Pelletier,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Primes_Ex,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_HOL.Set_Thms,0,39,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Arrays_Ex,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Arrays_Impl,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.BST,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.BST_Impl,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
Auto2_Imperative_HOL.Connectivity,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Connectivity_Impl,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Dijkstra,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Dijkstra_Impl,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.DynamicArray,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.GCD_Impl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Indexed_PQueue,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Indexed_PQueue_Impl,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Interval,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.IntervalTree_Impl,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0
Auto2_Imperative_HOL.Interval_Tree,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.LinkedList,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
Auto2_Imperative_HOL.Lists_Ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Mapping_Str,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Partial_Equiv_Rel,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Quicksort,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Quicksort_Impl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.RBTree,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.RBTree_Impl,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
Auto2_Imperative_HOL.Rect_Intersect,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Rect_Intersect_Impl,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
Auto2_Imperative_HOL.SepAuto,0,73,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Auto2_Imperative_HOL.SepLogic_Base,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Sep_Examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Union_Find,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auto2_Imperative_HOL.Union_Find_Impl,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AutoFocus-Stream.AF_Stream,0,196,21,0,0,9,0,285,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,66,0
AutoFocus-Stream.AF_Stream_Exec,0,244,18,0,0,36,0,328,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,36,0
AutoFocus-Stream.IL_AF_Stream,0,41,20,0,0,1,0,387,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,89,0
AutoFocus-Stream.IL_AF_Stream_Exec,0,21,1,0,0,0,0,181,0,0,0,0,15,0,0,0,0,424,0,0,0,0,0,53,0
AutoFocus-Stream.ListSlice,0,30,2,0,0,2,0,78,0,0,0,0,1,0,0,0,0,107,0,0,0,0,0,14,0
Automated_Stateful_Protocol_Verification.Eisbach_Protocol_Verification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Keyserver,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Keyserver2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.KeyserverEx,0,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Keyserver_Composition,0,17,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.PKCS_Model03,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.PKCS_Model07,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.PKCS_Model09,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.PSPSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Stateful_Protocol_Model,0,1148,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0
Automated_Stateful_Protocol_Verification.Stateful_Protocol_Verification,0,1198,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0
Automated_Stateful_Protocol_Verification.Term_Abstraction,0,31,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Term_Implication,0,449,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Term_Variants,0,75,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.Transactions,0,121,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.manual,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.ml_yacc_lib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.trac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.trac_fp_parser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.trac_protocol_parser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated_Stateful_Protocol_Verification.trac_term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automatic_Refinement.Anti_Unification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automatic_Refinement.Attr_Comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automatic_Refinement.Automatic_Refinement,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automatic_Refinement.Autoref_Bindings_HOL,0,58,2,0,0,0,0,22,0,0,0,0,1,0,0,0,0,41,0,0,0,0,1,5,0
Automatic_Refinement.Autoref_Chapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automatic_Refinement.Autoref_Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
