session,theory,time_days,multiple,single,churn_multiple,churn_single
SimplifiedOntologicalArgument,SimplifiedOntologicalArgument.SimpleVariantSE,335,0,1,0,24
SimplifiedOntologicalArgument,SimplifiedOntologicalArgument.SimpleVariantSEinT,335,0,1,0,37
SimplifiedOntologicalArgument,SimplifiedOntologicalArgument.SimpleVariantHF,335,0,2,0,40
SimplifiedOntologicalArgument,SimplifiedOntologicalArgument.KanckosLethenNo2Possibilist,335,0,1,0,91
Skew_Heap,Skew_Heap.Skew_Heap,3034,12,6,366,81
Skip_Lists,Skip_Lists.Pi_pmf,1021,0,1,0,755
Skip_Lists,Skip_Lists.Misc,1021,2,1,26,192
Skip_Lists,Skip_Lists.Geometric_PMF,1021,1,2,101,347
Skip_Lists,Skip_Lists.Skip_List,1021,2,4,3,1432
Slicing,Slicing.AuxLemmas,4937,3,3,48,208
Slicing,Slicing.BasicDefs,5154,5,3,34,94
Slicing,Slicing.CFG,5154,5,5,150,545
Slicing,Slicing.CFGExit,5154,5,3,41,136
Slicing,Slicing.Postdomination,5154,6,7,266,1012
Slicing,Slicing.CFG_wf,5154,4,4,29,90
Slicing,Slicing.CFGExit_wf,5154,2,2,4,28
Slicing,Slicing.SemanticsCFG,5154,3,2,10,40
Slicing,Slicing.DynDataDependence,4633,3,1,30,63
Slicing,Slicing.DynStandardControlDependence,4633,5,2,110,670
Slicing,Slicing.DynWeakControlDependence,4633,4,1,8,30
Slicing,Slicing.DynPDG,4634,6,2,379,502
Slicing,Slicing.DependentLiveVariables,5154,6,8,524,645
Slicing,Slicing.BitVector,5154,6,5,99,120
Slicing,Slicing.DynSlice,5154,7,6,467,1492
Slicing,Slicing.Observable,5154,3,5,68,164
Slicing,Slicing.Distance,5154,3,3,66,250
Slicing,Slicing.DataDependence,4634,2,1,4,18
Slicing,Slicing.Slice,5154,9,8,3124,3297
Slicing,Slicing.StandardControlDependence,4634,4,1,20,47
Slicing,Slicing.WeakControlDependence,4634,3,1,6,32
Slicing,Slicing.PDG,4633,7,1,155,272
Slicing,Slicing.WeakOrderDependence,4634,6,1,48,41
Slicing,Slicing.CDepInstantiations,5154,11,5,1572,1060
Slicing,Slicing.ControlDependenceRelations,4634,5,1,48,48
Slicing,Slicing.Com,5154,8,3,98,101
Slicing,Slicing.WCFG,5154,9,3,720,998
Slicing,Slicing.Interpretation,5154,7,3,59,75
Slicing,Slicing.Labels,5154,4,3,224,214
Slicing,Slicing.WellFormed,5154,9,5,619,507
Slicing,Slicing.AdditionalLemmas,5061,7,3,692,888
Slicing,Slicing.DynamicControlDependences,5061,3,5,6,59
Slicing,Slicing.Semantics,5154,5,7,334,405
Slicing,Slicing.WEquivalence,4931,6,2,645,438
Slicing,Slicing.SemanticsWellFormed,5154,5,5,44,118
Slicing,Slicing.StaticControlDependences,5061,4,5,117,64
Slicing,Slicing.JVMCFG,4937,12,2,181,820
Slicing,Slicing.JVMInterpretation,4937,4,2,34,108
Slicing,Slicing.JVMPostdomination,4937,10,4,170,1274
Slicing,Slicing.JVMCFG_wf,4937,8,4,250,2204
Slicing,Slicing.JVMControlDependences,4633,2,1,8,37
Slicing,Slicing.SemanticsWF,4937,11,6,812,5125
Slicing,Slicing.Slicing,5154,2,6,5,26
Sliding_Window_Algorithm,Sliding_Window_Algorithm.SWA,928,0,1,0,884
Smith_Normal_Form,Smith_Normal_Form.Smith_Normal_Form,885,0,1,0,128
Smith_Normal_Form,Smith_Normal_Form.Diagonal_To_Smith,885,1,1,6,1895
Smith_Normal_Form,Smith_Normal_Form.Mod_Type_Connect,885,4,1,38,581
Smith_Normal_Form,Smith_Normal_Form.SNF_Missing_Lemmas,885,4,2,16,1492
Smith_Normal_Form,Smith_Normal_Form.Cauchy_Binet,885,5,2,74,2025
Smith_Normal_Form,Smith_Normal_Form.Smith_Normal_Form_JNF,885,0,1,0,168
Smith_Normal_Form,Smith_Normal_Form.Rings2_Extended,885,1,2,2,1073
Smith_Normal_Form,Smith_Normal_Form.Finite_Field_Mod_Type_Connection,885,1,1,2,77
Smith_Normal_Form,Smith_Normal_Form.Admits_SNF_From_Diagonal_Iff_Bezout_Ring,885,0,1,0,893
Smith_Normal_Form,Smith_Normal_Form.SNF_Uniqueness,885,2,2,10,1628
Smith_Normal_Form,Smith_Normal_Form.Cauchy_Binet_HOL_Analysis,885,0,2,0,163
Smith_Normal_Form,Smith_Normal_Form.Diagonalize,885,0,1,0,89
Smith_Normal_Form,Smith_Normal_Form.SNF_Algorithm_Two_Steps,885,0,1,0,62
Smith_Normal_Form,Smith_Normal_Form.Diagonal_To_Smith_JNF,885,1,1,8,657
Smith_Normal_Form,Smith_Normal_Form.SNF_Algorithm_Two_Steps_JNF,885,0,1,0,59
Smith_Normal_Form,Smith_Normal_Form.SNF_Algorithm,885,1,1,2,2442
Smith_Normal_Form,Smith_Normal_Form.SNF_Algorithm_HOL_Analysis,885,0,1,0,161
Smith_Normal_Form,Smith_Normal_Form.Elementary_Divisor_Rings,885,1,1,2,1396
Smith_Normal_Form,Smith_Normal_Form.SNF_Algorithm_Euclidean_Domain,885,1,1,2,714
Smith_Normal_Form,Smith_Normal_Form.Smith_Certified,885,0,2,0,173
Smith_Normal_Form,Smith_Normal_Form.Alternative_Proofs,239,0,1,0,373
Smooth_Manifolds,Smooth_Manifolds.Analysis_More,1465,10,8,188,1518
Smooth_Manifolds,Smooth_Manifolds.Smooth,1465,3,4,30,1894
Smooth_Manifolds,Smooth_Manifolds.Bump_Function,1465,4,3,17,606
Smooth_Manifolds,Smooth_Manifolds.Chart,1465,1,1,2,204
Smooth_Manifolds,Smooth_Manifolds.Topological_Manifold,1465,2,1,22,318
Smooth_Manifolds,Smooth_Manifolds.Differentiable_Manifold,1465,1,1,8,1166
Smooth_Manifolds,Smooth_Manifolds.Partition_Of_Unity,1465,2,1,6,948
Smooth_Manifolds,Smooth_Manifolds.Tangent_Space,1465,3,2,12,1547
Smooth_Manifolds,Smooth_Manifolds.Cotangent_Space,1465,1,2,4,635
Smooth_Manifolds,Smooth_Manifolds.Product_Manifold,1465,2,1,6,63
Smooth_Manifolds,Smooth_Manifolds.Sphere,1465,0,2,0,291
Smooth_Manifolds,Smooth_Manifolds.Projective_Space,1465,4,3,26,728
Solidity,Solidity.Solidity_Symbex,76,0,1,0,29
Solidity,Solidity.ReadShow,76,0,1,0,433
Solidity,Solidity.StateMonad,76,0,1,0,251
Solidity,Solidity.Valuetypes,76,0,1,0,252
Solidity,Solidity.Storage,76,0,1,0,240
Solidity,Solidity.Accounts,76,0,1,0,267
Solidity,Solidity.Environment,76,0,1,0,488
Solidity,Solidity.Statements,76,0,1,0,3926
Solidity,Solidity.Solidity_Main,76,0,1,0,17
Solidity,Solidity.Solidity_Evaluator,76,0,1,0,624
Solidity,Solidity.Constant_Folding,76,0,1,0,6016
Solidity,Solidity.Reentrancy,76,0,1,0,3308
Solidity,Solidity.Compile_Evaluator,76,0,1,0,41
Sophomores_Dream,Sophomores_Dream.Sophomores_Dream,199,1,1,80,522
Sort_Encodings,Sort_Encodings.Preliminaries,3405,11,3,64,415
Sort_Encodings,Sort_Encodings.TermsAndClauses,3405,4,2,30,251
Sort_Encodings,Sort_Encodings.Sig,3405,5,1,22,190
Sort_Encodings,Sort_Encodings.M,3405,5,1,52,499
Sort_Encodings,Sort_Encodings.CM,3405,1,1,4,30
Sort_Encodings,Sort_Encodings.Mono,3405,6,1,60,308
Sort_Encodings,Sort_Encodings.Mcalc,3405,7,2,66,273
Sort_Encodings,Sort_Encodings.T_G_Prelim,3405,1,1,6,49
Sort_Encodings,Sort_Encodings.Mcalc2,3405,4,2,32,131
Sort_Encodings,Sort_Encodings.Mcalc2C,3405,7,2,65,421
Sort_Encodings,Sort_Encodings.G,3405,13,3,156,824
Sort_Encodings,Sort_Encodings.T,3405,12,4,111,787
Sort_Encodings,Sort_Encodings.U,3405,2,2,18,208
Sort_Encodings,Sort_Encodings.CU,3405,0,1,0,24
Sort_Encodings,Sort_Encodings.E,3405,4,1,62,212
Sort_Encodings,Sort_Encodings.Encodings,3405,3,2,146,330
Source_Coding_Theorem,Source_Coding_Theorem.Source_Coding_Theorem,2199,7,3,48,669
SpecCheck,SpecCheck.SpecCheck_Base,476,0,1,0,18
SpecCheck,SpecCheck.SpecCheck_Generators,476,0,2,0,20
SpecCheck,SpecCheck.SpecCheck_Show,476,1,2,0,16
SpecCheck,SpecCheck.SpecCheck_Output_Style,476,0,2,0,20
SpecCheck,SpecCheck.SpecCheck_Shrink,476,0,2,0,15
SpecCheck,SpecCheck.SpecCheck,476,0,2,0,19
SpecCheck,SpecCheck.SpecCheck_Dynamic,476,1,2,0,16
SpecCheck,SpecCheck.SpecCheck_Examples,476,1,3,0,170
Special_Function_Bounds,Special_Function_Bounds.Bounds_Lemmas,2981,3,0,79,0
Special_Function_Bounds,Special_Function_Bounds.Atan_CF_Bounds,2981,7,0,593,0
Special_Function_Bounds,Special_Function_Bounds.Exp_Bounds,2981,13,1,735,2
Special_Function_Bounds,Special_Function_Bounds.Log_CF_Bounds,2981,4,0,379,0
Special_Function_Bounds,Special_Function_Bounds.Sin_Cos_Bounds,2981,5,1,263,2
Special_Function_Bounds,Special_Function_Bounds.Sqrt_Bounds,2981,7,0,245,0
Splay_Tree,Splay_Tree.Splay_Tree,3034,18,11,1629,474
Splay_Tree,Splay_Tree.Splay_Map,1883,1,3,2,169
Splay_Tree,Splay_Tree.Splay_Heap,2298,6,0,240,0
Sqrt_Babylonian,Sqrt_Babylonian.Sqrt_Babylonian_Auxiliary,3173,13,0,219,0
Sqrt_Babylonian,Sqrt_Babylonian.Log_Impl,2167,1,1,2,197
Sqrt_Babylonian,Sqrt_Babylonian.NthRoot_Impl,3030,21,1,1494,110
Sqrt_Babylonian,Sqrt_Babylonian.Sqrt_Babylonian,3583,11,6,880,1208
Stable_Matching,Stable_Matching.Sotomayor,2194,5,1,28,586
Stable_Matching,Stable_Matching.Basis,2194,4,3,61,1070
Stable_Matching,Stable_Matching.Choice_Functions,2194,3,2,36,1902
Stable_Matching,Stable_Matching.Contracts,2194,8,4,88,2959
Stable_Matching,Stable_Matching.COP,2194,3,5,8,1625
Stable_Matching,Stable_Matching.Bossiness,2194,1,2,12,486
Stable_Matching,Stable_Matching.Strategic,2194,3,3,6,1117
Stalnaker_Logic,Stalnaker_Logic.Stalnaker_Logic,31,0,2,0,629
Statecharts,Statecharts.Contrib,4453,9,3,50,343
Statecharts,Statecharts.DataSpace,4453,6,1,38,136
Statecharts,Statecharts.Data,4453,7,1,78,331
Statecharts,Statecharts.Update,4453,7,1,68,184
Statecharts,Statecharts.Expr,4453,7,3,20,243
Statecharts,Statecharts.SA,4453,9,1,45,184
Statecharts,Statecharts.HA,4453,16,2,143,1609
Statecharts,Statecharts.HASem,4453,15,2,134,1615
Statecharts,Statecharts.Kripke,4453,11,2,41,91
Statecharts,Statecharts.HAKripke,4453,6,3,12,182
Statecharts,Statecharts.HAOps,4453,15,2,262,1189
Statecharts,Statecharts.CarAudioSystem,4453,8,2,144,921
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Miscellaneous,890,2,0,718,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Messages,890,3,0,649,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.More_Unification,890,3,0,3439,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Intruder_Deduction,890,2,0,1273,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Strands_and_Constraints,890,3,0,3566,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Lazy_Intruder,890,2,0,1228,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Typed_Model,890,3,0,2879,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Typing_Result,890,2,2,4216,137
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Stateful_Strands,890,2,0,2450,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Stateful_Typing,890,2,1,3863,1
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Labeled_Strands,890,2,0,464,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Parallel_Compositionality,890,2,1,2164,1
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Labeled_Stateful_Strands,890,3,0,1207,0
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Stateful_Compositionality,890,3,2,5285,139
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Example_Keyserver,890,2,1,501,1
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Example_TLS,890,2,1,360,1
Stateful_Protocol_Composition_and_Typing,Stateful_Protocol_Composition_and_Typing.Examples,890,2,0,9,0
Stellar_Quorums,Stellar_Quorums.Stellar_Quorums,1181,0,5,0,647
Stern_Brocot,Stern_Brocot.Cotree,2501,8,4,401,93
Stern_Brocot,Stern_Brocot.Cotree_Algebra,2501,6,2,248,8
Stern_Brocot,Stern_Brocot.Stern_Brocot_Tree,2501,18,3,1014,258
Stern_Brocot,Stern_Brocot.Bird_Tree,2501,4,1,195,71
Stewart_Apollonius,Stewart_Apollonius.Stewart_Apollonius,1913,1,2,2,102
Stirling_Formula,Stirling_Formula.Stirling_Formula,2245,20,5,132,732
Stirling_Formula,Stirling_Formula.Gamma_Asymptotics,906,7,1,324,2105
Stochastic_Matrices,Stochastic_Matrices.Stochastic_Matrix,1799,2,2,4,88
Stochastic_Matrices,Stochastic_Matrices.Stochastic_Vector_PMF,1799,1,2,12,123
Stochastic_Matrices,Stochastic_Matrices.Stochastic_Matrix_Markov_Models,1799,0,1,0,65
Stochastic_Matrices,Stochastic_Matrices.Eigenspace,1799,1,2,2,154
Stochastic_Matrices,Stochastic_Matrices.Stochastic_Matrix_Perron_Frobenius,1799,1,2,4,141
Stone_Algebras,Stone_Algebras.Lattice_Basics,2242,5,3,307,380
Stone_Algebras,Stone_Algebras.P_Algebras,2242,5,2,231,1281
Stone_Algebras,Stone_Algebras.Filters,2242,3,1,292,911
Stone_Algebras,Stone_Algebras.Stone_Construction,2242,5,1,582,2351
Stone_Kleene_Relation_Algebras,Stone_Kleene_Relation_Algebras.Iterings,1939,3,1,94,858
Stone_Kleene_Relation_Algebras,Stone_Kleene_Relation_Algebras.Kleene_Algebras,1939,5,2,142,710
Stone_Kleene_Relation_Algebras,Stone_Kleene_Relation_Algebras.Kleene_Relation_Algebras,1939,9,2,891,3567
Stone_Kleene_Relation_Algebras,Stone_Kleene_Relation_Algebras.Kleene_Relation_Subalgebras,1939,2,1,8,34
Stone_Kleene_Relation_Algebras,Stone_Kleene_Relation_Algebras.Matrix_Kleene_Algebras,1939,4,2,106,1323
Stone_Relation_Algebras,Stone_Relation_Algebras.Fixpoints,2087,5,1,122,624
Stone_Relation_Algebras,Stone_Relation_Algebras.Semirings,2087,3,2,148,689
Stone_Relation_Algebras,Stone_Relation_Algebras.Relation_Algebras,2087,10,2,1738,1752
Stone_Relation_Algebras,Stone_Relation_Algebras.Relation_Subalgebras,2087,4,1,103,232
Stone_Relation_Algebras,Stone_Relation_Algebras.Matrix_Relation_Algebras,2087,4,4,72,617
Stone_Relation_Algebras,Stone_Relation_Algebras.Linear_Order_Matrices,1940,4,1,201,874
Store_Buffer_Reduction,Store_Buffer_Reduction.ReduceStoreBuffer,1385,1,4,4,19318
Store_Buffer_Reduction,Store_Buffer_Reduction.ReduceStoreBufferSimulation,1385,0,2,0,16579
Store_Buffer_Reduction,Store_Buffer_Reduction.PIMP,1385,0,2,0,1298
Store_Buffer_Reduction,Store_Buffer_Reduction.SyntaxTweaks,1385,0,3,0,235
Store_Buffer_Reduction,Store_Buffer_Reduction.Abbrevs,1385,0,2,0,139
Store_Buffer_Reduction,Store_Buffer_Reduction.Variants,1385,0,4,0,463
Store_Buffer_Reduction,Store_Buffer_Reduction.Text,1385,2,2,6,1130
Store_Buffer_Reduction,Store_Buffer_Reduction.Preliminaries,1385,1,2,2,88
Stream-Fusion,Stream-Fusion.LazyList,4903,5,5,18,210
Stream-Fusion,Stream-Fusion.Stream,4903,5,4,105,124
Stream-Fusion,Stream-Fusion.StreamFusion,4903,9,5,108,769
Stream_Fusion_Code,Stream_Fusion_Code.Stream_Fusion,2939,3,2,11,24
Stream_Fusion_Code,Stream_Fusion_Code.Stream_Fusion_List,2939,6,4,158,1583
Stream_Fusion_Code,Stream_Fusion_Code.Stream_Fusion_LList,2939,5,3,174,907
Stream_Fusion_Code,Stream_Fusion_Code.Stream_Fusion_Examples,2939,4,2,37,72
Strong_Security,Strong_Security.Types,3108,3,0,139,0
Strong_Security,Strong_Security.Expr,3108,4,0,45,0
Strong_Security,Strong_Security.Domain_example,3108,5,0,51,0
Strong_Security,Strong_Security.MWLf,3108,4,0,91,0
Strong_Security,Strong_Security.Strong_Security,3108,2,1,206,2
Strong_Security,Strong_Security.Up_To_Technique,3108,3,0,111,0
Strong_Security,Strong_Security.Parallel_Composition,3108,2,0,171,0
Strong_Security,Strong_Security.Strongly_Secure_Skip_Assign,3108,5,1,168,4
Strong_Security,Strong_Security.Language_Composition,3108,3,1,714,8
Strong_Security,Strong_Security.Type_System,3108,3,0,72,0
Strong_Security,Strong_Security.Type_System_example,3108,2,0,97,0
Sturm_Sequences,Sturm_Sequences.Sturm_Library_Document,3210,2,1,4,2
Sturm_Sequences,Sturm_Sequences.Misc_Polynomial,3210,31,5,757,1072
Sturm_Sequences,Sturm_Sequences.Sturm_Library,3210,2,2,4,7
Sturm_Sequences,Sturm_Sequences.Sturm_Theorem,3210,24,7,1158,1821
Sturm_Sequences,Sturm_Sequences.Sturm_Method,3210,9,6,120,615
Sturm_Sequences,Sturm_Sequences.Sturm,3210,1,1,4,10
Sturm_Sequences,Sturm_Sequences.Sturm_Ex,3210,5,2,20,61
Sturm_Tarski,Sturm_Tarski.PolyMisc,2959,18,4,489,794
Sturm_Tarski,Sturm_Tarski.Sturm_Tarski,2959,27,3,1313,3434
Stuttering_Equivalence,Stuttering_Equivalence.Samplers,3824,7,2,175,621
Stuttering_Equivalence,Stuttering_Equivalence.StutterEquivalence,3824,3,2,88,331
Stuttering_Equivalence,Stuttering_Equivalence.PLTL,3554,8,2,793,881
Subresultants,Subresultants.Resultant_Prelim,2018,5,0,223,0
Subresultants,Subresultants.Dichotomous_Lazard,2018,5,1,22,173
Subresultants,Subresultants.Binary_Exponentiation,2457,7,0,85,0
Subresultants,Subresultants.More_Homomorphisms,2018,5,0,34,0
Subresultants,Subresultants.Coeff_Int,2017,4,0,105,0
Subresultants,Subresultants.Subresultant,2029,13,7,649,4956
Subresultants,Subresultants.Subresultant_Gcd,2029,6,5,21,663
Subset_Boolean_Algebras,Subset_Boolean_Algebras.Subset_Boolean_Algebras,1000,2,1,34,3608
SumSquares,SumSquares.TwoSquares,5540,29,3,1030,273
SumSquares,SumSquares.FourSquares,5540,25,2,1102,473
Sunflowers,Sunflowers.Sunflower,605,0,1,0,295
Sunflowers,Sunflowers.Erdos_Rado_Sunflower,605,1,2,8,368
SuperCalc,SuperCalc.multisets_continued,2242,8,1,256,459
SuperCalc,SuperCalc.well_founded_continued,2242,2,1,28,67
SuperCalc,SuperCalc.terms,2242,2,3,416,1368
SuperCalc,SuperCalc.equational_clausal_logic,2242,2,1,188,644
SuperCalc,SuperCalc.superposition,2242,8,4,3581,7734
Surprise_Paradox,Surprise_Paradox.Surprise_Paradox,2293,4,2,30,255
Symmetric_Polynomials,Symmetric_Polynomials.Vieta,1492,0,2,0,208
Symmetric_Polynomials,Symmetric_Polynomials.Symmetric_Polynomials,1492,7,2,53,2963
Symmetric_Polynomials,Symmetric_Polynomials.Symmetric_Polynomials_Code,1492,0,1,0,95
Syntax_Independent_Logic,Syntax_Independent_Logic.Prelim,769,0,1,0,143
Syntax_Independent_Logic,Syntax_Independent_Logic.Syntax,769,2,1,10,2374
Syntax_Independent_Logic,Syntax_Independent_Logic.Deduction,769,1,1,4,2136
Syntax_Independent_Logic,Syntax_Independent_Logic.Natural_Deduction,769,0,1,0,866
Syntax_Independent_Logic,Syntax_Independent_Logic.Pseudo_Term,769,0,1,0,600
Syntax_Independent_Logic,Syntax_Independent_Logic.Standard_Model,769,0,1,0,147
Syntax_Independent_Logic,Syntax_Independent_Logic.Syntax_Arith,769,2,1,16,1669
Syntax_Independent_Logic,Syntax_Independent_Logic.Deduction_Q,769,2,1,6,1324
Szemeredi_Regularity,Szemeredi_Regularity.Szemeredi,354,3,17,64,3181
Szpilrajn,Szpilrajn.Szpilrajn,1187,2,2,16,1283
TESL_Language,TESL_Language.Introduction,1189,1,1,2,168
TESL_Language,TESL_Language.TESL,1189,0,1,0,235
TESL_Language,TESL_Language.Run,1189,0,1,0,110
TESL_Language,TESL_Language.Denotational,1189,0,1,0,265
TESL_Language,TESL_Language.SymbolicPrimitive,1189,0,1,0,333
TESL_Language,TESL_Language.Operational,1189,0,1,0,274
TESL_Language,TESL_Language.Corecursive_Prop,1189,0,1,0,663
TESL_Language,TESL_Language.Hygge_Theory,1189,0,1,0,850
TESL_Language,TESL_Language.StutteringDefs,1189,0,1,0,156
TESL_Language,TESL_Language.StutteringLemmas,1189,0,1,0,1297
TESL_Language,TESL_Language.Stuttering,1189,0,1,0,369
TESL_Language,TESL_Language.Config_Morphisms,1189,0,1,0,143
TLA,TLA.Sequence,3987,4,1,92,849
TLA,TLA.Intensional,3987,8,3,111,503
TLA,TLA.Semantics,3987,4,3,100,543
TLA,TLA.PreFormulas,3987,5,5,79,282
TLA,TLA.Rules,3987,4,2,110,1636
TLA,TLA.Liveness,3987,2,2,30,467
TLA,TLA.State,3987,4,2,64,216
TLA,TLA.Even,3987,2,3,12,62
TLA,TLA.Inc,3987,3,4,146,832
TLA,TLA.Buffer,3987,3,4,128,697
Tail_Recursive_Functions,Tail_Recursive_Functions.Method,3251,2,2,436,411
Tail_Recursive_Functions,Tail_Recursive_Functions.CaseStudy1,3251,4,3,120,518
Tail_Recursive_Functions,Tail_Recursive_Functions.CaseStudy2,3251,11,4,191,811
Tarskis_Geometry,Tarskis_Geometry.Metric,3640,7,3,14,68
Tarskis_Geometry,Tarskis_Geometry.Miscellany,3640,13,4,88,812
Tarskis_Geometry,Tarskis_Geometry.Tarski,3640,2,3,102,469
Tarskis_Geometry,Tarskis_Geometry.Euclid_Tarski,3640,11,2,451,1413
Tarskis_Geometry,Tarskis_Geometry.Linear_Algebra2,3640,12,4,120,834
Tarskis_Geometry,Tarskis_Geometry.Action,3640,4,1,20,59
Tarskis_Geometry,Tarskis_Geometry.Projective,3640,14,7,1041,3185
Tarskis_Geometry,Tarskis_Geometry.Hyperbolic_Tarski,3640,18,3,2538,5820
Taylor_Models,Taylor_Models.Polynomial_Expression,1753,1,2,4,2181
Taylor_Models,Taylor_Models.Float_Topology,1753,4,3,13,229
Taylor_Models,Taylor_Models.Horner_Eval,1753,1,1,2,82
Taylor_Models,Taylor_Models.Polynomial_Expression_Additional,1753,6,2,34,413
Taylor_Models,Taylor_Models.Taylor_Models_Misc,1753,0,3,0,119
Taylor_Models,Taylor_Models.Taylor_Models,1753,12,4,161,2129
Taylor_Models,Taylor_Models.Experiments,1753,2,2,6,87
Three_Circles,Three_Circles.RRI_Misc,421,1,2,2196,1109
Three_Circles,Three_Circles.Bernstein_01,421,1,1,1238,619
Three_Circles,Three_Circles.Bernstein,421,1,1,810,406
Three_Circles,Three_Circles.Normal_Poly,421,1,2,2210,1108
Three_Circles,Three_Circles.Three_Circles,421,1,1,1536,769
Timed_Automata,Timed_Automata.Floyd_Warshall,2421,4,2,40,5206
Timed_Automata,Timed_Automata.Timed_Automata,2421,1,2,2,961
Timed_Automata,Timed_Automata.DBM,2421,2,2,10,2101
Timed_Automata,Timed_Automata.Paths_Cycles,2421,3,1,21,1514
Timed_Automata,Timed_Automata.DBM_Basics,2421,1,2,2,3361
Timed_Automata,Timed_Automata.DBM_Operations,2421,2,2,14,7867
Timed_Automata,Timed_Automata.DBM_Zone_Semantics,2421,1,2,2,751
Timed_Automata,Timed_Automata.Misc,2421,3,1,6,816
Timed_Automata,Timed_Automata.DBM_Normalization,2421,1,2,2,361
Timed_Automata,Timed_Automata.Regions_Beta,2421,2,1,14,3078
Timed_Automata,Timed_Automata.Regions,2421,1,2,2,2895
Timed_Automata,Timed_Automata.Closure,2421,2,2,10,689
Timed_Automata,Timed_Automata.Approx_Beta,2421,5,1,39,2222
Timed_Automata,Timed_Automata.Normalized_Zone_Semantics,2421,3,2,6,1837
Topological_Semantics,Topological_Semantics.sse_boolean_algebra,674,0,1,0,155
Topological_Semantics,Topological_Semantics.sse_boolean_algebra_quantification,674,0,1,0,170
Topological_Semantics,Topological_Semantics.sse_operation_positive,674,0,1,0,96
Topological_Semantics,Topological_Semantics.sse_operation_positive_quantification,674,0,1,0,98
Topological_Semantics,Topological_Semantics.sse_operation_negative,674,0,1,0,391
Topological_Semantics,Topological_Semantics.sse_operation_negative_quantification,674,0,1,0,114
Topological_Semantics,Topological_Semantics.topo_operators_basic,674,1,1,2,416
Topological_Semantics,Topological_Semantics.topo_operators_derivative,674,0,1,0,207
Topological_Semantics,Topological_Semantics.topo_alexandrov,674,0,1,0,139
Topological_Semantics,Topological_Semantics.topo_frontier_algebra,674,0,1,0,199
Topological_Semantics,Topological_Semantics.topo_negation_conditions,674,0,1,0,267
Topological_Semantics,Topological_Semantics.topo_negation_fixedpoints,674,0,1,0,156
Topological_Semantics,Topological_Semantics.ex_LFIs,674,0,1,0,157
Topological_Semantics,Topological_Semantics.topo_strict_implication,674,0,1,0,115
Topological_Semantics,Topological_Semantics.ex_subminimal_logics,674,0,1,0,220
Topological_Semantics,Topological_Semantics.topo_derivative_algebra,674,0,1,0,204
Topological_Semantics,Topological_Semantics.ex_LFUs,674,1,1,2,84
Topological_Semantics,Topological_Semantics.topo_border_algebra,674,0,1,0,54
Topological_Semantics,Topological_Semantics.topo_closure_algebra,674,0,1,0,53
Topological_Semantics,Topological_Semantics.topo_interior_algebra,674,0,1,0,53
Topology,Topology.Topology,6758,27,9,2609,578
Topology,Topology.LList_Topology,6758,11,9,880,163
TortoiseHare,TortoiseHare.Basis,2535,4,1,8,297
TortoiseHare,TortoiseHare.TortoiseHare,2535,2,1,8,354
TortoiseHare,TortoiseHare.Brent,2535,4,1,17,232
Transcendence_Series_Hancl_Rucki,Transcendence_Series_Hancl_Rucki.Transcendence_Series,1309,5,2,118,1050
Transformer_Semantics,Transformer_Semantics.Isotone_Transformers,1408,4,0,356,0
Transformer_Semantics,Transformer_Semantics.Sup_Inf_Preserving_Transformers,1408,2,0,308,0
Transformer_Semantics,Transformer_Semantics.Powerset_Monad,1408,3,0,482,0
Transformer_Semantics,Transformer_Semantics.Kleisli_Transformers,1408,6,0,873,0
Transformer_Semantics,Transformer_Semantics.Kleisli_Quantaloid,1408,2,0,219,0
Transformer_Semantics,Transformer_Semantics.Kleisli_Quantale,1408,1,0,137,0
Transition_Systems_and_Automata,Transition_Systems_and_Automata.Basic,1826,6,3,186,7
Transition_Systems_and_Automata,Transition_Systems_and_Automata.Sequence,1826,6,7,456,81
Transition_Systems_and_Automata,Transition_Systems_and_Automata.Sequence_LTL,1826,6,6,107,70
Transition_Systems_and_Automata,Transition_Systems_and_Automata.Sequence_Zip,1826,4,3,155,28
Transition_Systems_and_Automata,Transition_Systems_and_Automata.Maps,1710,3,0,108,0
