session,theory,time_days,multiple,single,churn_multiple,churn_single
ADS_Functor,ADS_Functor.Merkle_Interface,913,0,1,0,299
ADS_Functor,ADS_Functor.ADS_Construction,913,0,1,0,1281
ADS_Functor,ADS_Functor.Generic_ADS_Construction,913,2,1,7,466
ADS_Functor,ADS_Functor.Inclusion_Proof_Construction,913,0,1,0,430
ADS_Functor,ADS_Functor.Canton_Transaction_Tree,913,0,1,0,518
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.Error_Monad_Add,727,0,2,0,55
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.Option_Monad_Add,727,0,1,0,101
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.SASP_Semantics,727,0,1,0,228
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.SASP_Checker,727,1,2,2,349
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.PDDL_STRIPS_Semantics,727,1,1,2,969
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.PDDL_STRIPS_Checker,727,0,3,0,862
AI_Planning_Languages_Semantics,AI_Planning_Languages_Semantics.Lifschitz_Consistency,727,0,1,0,416
AODV,AODV.Aodv_Basic,2919,1,2,2,46
AODV,AODV.Aodv_Data,2919,2,3,20,994
AODV,AODV.Aodv_Message,2919,0,2,0,76
AODV,AODV.Aodv,2919,2,3,3,542
AODV,AODV.Aodv_Predicates,2919,0,2,0,138
AODV,AODV.Fresher,2919,3,3,8,802
AODV,AODV.Seq_Invariants,2919,4,2,12,645
AODV,AODV.Quality_Increases,2919,0,2,0,458
AODV,AODV.OAodv,2919,1,2,2,49
AODV,AODV.Global_Invariants,2919,4,3,24,1155
AODV,AODV.Loop_Freedom,2919,0,2,0,125
AODV,AODV.Aodv_Loop_Freedom,2919,4,3,24,375
AODV,AODV.A_Norreqid,2915,0,2,0,27
AODV,AODV.A_Aodv_Data,2919,2,4,20,992
AODV,AODV.A_Aodv_Message,2919,0,3,0,79
AODV,AODV.A_Aodv,2919,2,3,3,539
AODV,AODV.A_Aodv_Predicates,2919,0,2,0,139
AODV,AODV.A_Fresher,2919,3,3,8,803
AODV,AODV.A_Seq_Invariants,2919,4,2,12,645
AODV,AODV.A_Quality_Increases,2919,0,2,0,459
AODV,AODV.A_OAodv,2919,1,2,2,49
AODV,AODV.A_Global_Invariants,2919,4,3,24,1169
AODV,AODV.A_Loop_Freedom,2919,0,2,0,125
AODV,AODV.A_Aodv_Loop_Freedom,2919,4,3,24,375
AODV,AODV.B_Fwdrreps,2915,0,2,0,35
AODV,AODV.B_Aodv_Data,2919,2,4,20,996
AODV,AODV.B_Aodv_Message,2919,0,3,0,78
AODV,AODV.B_Aodv,2919,2,3,3,539
AODV,AODV.B_Aodv_Predicates,2919,0,2,0,138
AODV,AODV.B_Fresher,2919,3,3,8,803
AODV,AODV.B_Seq_Invariants,2919,4,2,12,677
AODV,AODV.B_Quality_Increases,2919,0,2,0,458
AODV,AODV.B_OAodv,2919,1,2,2,49
AODV,AODV.B_Global_Invariants,2919,4,3,24,1171
AODV,AODV.B_Loop_Freedom,2919,0,2,0,125
AODV,AODV.B_Aodv_Loop_Freedom,2919,4,3,24,375
AODV,AODV.C_Gtobcast,2915,0,1,0,36
AODV,AODV.C_Aodv_Data,2919,2,3,20,854
AODV,AODV.C_Aodv_Message,2919,0,3,0,79
AODV,AODV.C_Aodv,2919,2,4,3,526
AODV,AODV.C_Aodv_Predicates,2919,0,2,0,139
AODV,AODV.C_Fresher,2919,3,3,8,779
AODV,AODV.C_Seq_Invariants,2919,3,2,10,589
AODV,AODV.C_Quality_Increases,2919,0,2,0,459
AODV,AODV.C_OAodv,2919,1,2,2,49
AODV,AODV.C_Global_Invariants,2919,4,3,24,1165
AODV,AODV.C_Loop_Freedom,2919,0,2,0,126
AODV,AODV.C_Aodv_Loop_Freedom,2919,4,3,24,375
AODV,AODV.D_Fwdrreqs,2915,0,2,0,35
AODV,AODV.D_Aodv_Data,2919,2,4,20,996
AODV,AODV.D_Aodv_Message,2919,0,3,0,79
AODV,AODV.D_Aodv,2919,2,3,3,558
AODV,AODV.D_Aodv_Predicates,2919,0,2,0,139
AODV,AODV.D_Fresher,2919,3,3,8,804
AODV,AODV.D_Seq_Invariants,2919,4,3,12,667
AODV,AODV.D_Quality_Increases,2919,0,2,0,459
AODV,AODV.D_OAodv,2919,1,2,2,49
AODV,AODV.D_Global_Invariants,2919,4,3,24,1171
AODV,AODV.D_Loop_Freedom,2919,0,2,0,125
AODV,AODV.D_Aodv_Loop_Freedom,2919,4,3,24,375
AODV,AODV.E_All_ABCD,2915,0,1,0,19
AODV,AODV.E_Aodv_Data,2919,2,3,20,847
AODV,AODV.E_Aodv_Message,2919,0,3,0,79
AODV,AODV.E_Aodv,2919,2,4,3,533
AODV,AODV.E_Aodv_Predicates,2919,0,2,0,139
AODV,AODV.E_Fresher,2919,3,3,8,778
AODV,AODV.E_Seq_Invariants,2919,3,2,10,621
AODV,AODV.E_Quality_Increases,2919,0,2,0,459
AODV,AODV.E_OAodv,2919,1,2,2,49
AODV,AODV.E_Global_Invariants,2919,4,3,24,1165
AODV,AODV.E_Loop_Freedom,2919,0,2,0,126
AODV,AODV.E_Aodv_Loop_Freedom,2919,4,3,24,375
AODV,AODV.All,2919,0,3,0,38
AVL-Trees,AVL-Trees.AVL,6796,19,10,231,2481
AVL-Trees,AVL-Trees.AVL2,5999,14,6,352,1772
AWN,AWN.Lib,3148,1,2,2,42
AWN,AWN.TransitionSystems,3148,1,1,2,19
AWN,AWN.Invariants,3148,2,2,4,335
AWN,AWN.OInvariants,3148,2,2,8,805
AWN,AWN.AWN,3148,7,4,43,863
AWN,AWN.AWN_SOS,3148,1,4,2,579
AWN,AWN.AWN_Cterms,3148,3,4,18,1406
AWN,AWN.AWN_Labels,3148,5,3,22,281
AWN,AWN.Inv_Cterms,3148,8,7,46,345
AWN,AWN.AWN_SOS_Labels,3148,1,2,2,107
AWN,AWN.Pnet,3148,3,3,22,675
AWN,AWN.Closed,3148,1,3,2,253
AWN,AWN.OAWN_SOS,3148,2,4,6,661
AWN,AWN.OAWN_SOS_Labels,3148,1,2,2,107
AWN,AWN.OPnet,3148,1,3,2,89
AWN,AWN.ONode_Lifting,3148,3,2,16,562
AWN,AWN.OPnet_Lifting,3148,3,2,12,1026
AWN,AWN.OClosed_Lifting,3148,3,2,16,88
AWN,AWN.AWN_Invariants,3148,4,2,12,719
AWN,AWN.OAWN_Invariants,3148,3,2,8,839
AWN,AWN.OAWN_Convert,3148,1,2,2,353
AWN,AWN.Qmsg,3148,4,2,10,68
AWN,AWN.Qmsg_Lifting,3148,2,3,17,549
AWN,AWN.OClosed_Transfer,3148,8,5,46,2702
AWN,AWN.AWN_Main,3148,1,1,2,14
AWN,AWN.Toy,3148,8,4,559,968
AWN,AWN.AWN_Term_Graph,3148,2,2,8,137
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.Sequences,2453,2,1,10,22
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.IOA,2453,2,1,18,390
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.RDR,2453,3,1,16,275
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.SLin,2453,3,1,8,148
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.Simulations,2453,5,1,20,291
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.Idempotence,2453,8,1,236,1945
Abortable_Linearizable_Modules,Abortable_Linearizable_Modules.Consensus,2453,3,1,12,112
Abs_Int_ITP2012,Abs_Int_ITP2012.Complete_Lattice_ix,2164,1,1,4,59
Abs_Int_ITP2012,Abs_Int_ITP2012.ACom,2164,2,1,12,125
Abs_Int_ITP2012,Abs_Int_ITP2012.Collecting,2164,2,1,6,183
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int0,2164,3,1,32,401
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_State,2164,5,1,12,98
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int1,2164,3,1,88,372
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int2,2164,3,1,24,339
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int2_ivl,2164,3,1,18,285
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int3,2164,5,1,52,682
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int1_const,2164,3,1,8,139
Abs_Int_ITP2012,Abs_Int_ITP2012.Abs_Int1_parity,2164,1,2,37,168
Abstract-Hoare-Logics,Abstract-Hoare-Logics.Lang,5923,10,3,90,135
Abstract-Hoare-Logics,Abstract-Hoare-Logics.Hoare,5923,9,2,107,182
Abstract-Hoare-Logics,Abstract-Hoare-Logics.Termi,5923,5,1,61,99
Abstract-Hoare-Logics,Abstract-Hoare-Logics.HoareTotal,5923,9,3,84,207
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PLang,5923,10,5,155,229
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PHoare,5923,5,2,141,238
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PTermi,5923,4,1,47,94
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PHoareTotal,5923,14,2,308,787
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PsLang,5923,9,3,109,195
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PsHoare,5923,8,2,131,208
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PsTermi,5923,4,1,45,95
Abstract-Hoare-Logics,Abstract-Hoare-Logics.PsHoareTotal,5923,14,2,320,822
Abstract-Rewriting,Abstract-Rewriting.Seq,3873,3,10,6,774
Abstract-Rewriting,Abstract-Rewriting.Abstract_Rewriting,4515,22,53,2694,7736
Abstract-Rewriting,Abstract-Rewriting.Relative_Rewriting,4218,12,11,1425,985
Abstract-Rewriting,Abstract-Rewriting.SN_Orders,4460,14,7,579,56
Abstract-Rewriting,Abstract-Rewriting.SN_Order_Carrier,4460,18,9,1514,768
Abstract_Completeness,Abstract_Completeness.Abstract_Completeness,3116,11,5,708,475
Abstract_Completeness,Abstract_Completeness.Propositional_Logic,3116,4,2,14,151
Abstract_Soundness,Abstract_Soundness.Finite_Proof_Soundness,2082,1,1,2,42
Abstract_Soundness,Abstract_Soundness.Infinite_Proof_Soundness,2082,4,1,28,633
Ackermanns_not_PR,Ackermanns_not_PR.Primrec,217,0,5,0,448
Actuarial_Mathematics,Actuarial_Mathematics.Preliminaries,275,1,1,2,183
Actuarial_Mathematics,Actuarial_Mathematics.Interest,275,0,1,0,860
Adaptive_State_Counting,Adaptive_State_Counting.FSM,1165,1,1,2,2031
Adaptive_State_Counting,Adaptive_State_Counting.FSM_Product,1165,0,2,0,1612
Adaptive_State_Counting,Adaptive_State_Counting.ATC,1165,1,1,4,828
Adaptive_State_Counting,Adaptive_State_Counting.ASC_LB,1165,1,1,2700,2902
Adaptive_State_Counting,Adaptive_State_Counting.ASC_Suite,1165,1,1,2,1910
Adaptive_State_Counting,Adaptive_State_Counting.ASC_Sufficiency,1165,2,1,21,874
Adaptive_State_Counting,Adaptive_State_Counting.ASC_Hoare,1165,0,1,0,995
Adaptive_State_Counting,Adaptive_State_Counting.ASC_Example,1165,1,1,210,449
Affine_Arithmetic,Affine_Arithmetic.Affine_Arithmetic_Auxiliarities,1863,7,1,357,2
Affine_Arithmetic,Affine_Arithmetic.Executable_Euclidean_Space,3184,28,3,1080,157
Affine_Arithmetic,Affine_Arithmetic.Affine_Form,3184,29,3,1018,1677
Affine_Arithmetic,Affine_Arithmetic.Floatarith_Expression,1863,17,2,2353,110
Affine_Arithmetic,Affine_Arithmetic.Straight_Line_Program,2276,5,1,1121,40
Affine_Arithmetic,Affine_Arithmetic.Affine_Approximation,3184,38,6,6551,2245
Affine_Arithmetic,Affine_Arithmetic.Counterclockwise,2827,16,2,77,408
Affine_Arithmetic,Affine_Arithmetic.Counterclockwise_Vector,2827,4,1,40,206
Affine_Arithmetic,Affine_Arithmetic.Counterclockwise_2D_Strict,2827,11,1,141,534
Affine_Arithmetic,Affine_Arithmetic.Polygon,2827,9,1,57,466
Affine_Arithmetic,Affine_Arithmetic.Counterclockwise_2D_Arbitrary,2827,15,1,270,941
Affine_Arithmetic,Affine_Arithmetic.Intersection,2827,23,2,688,2822
Affine_Arithmetic,Affine_Arithmetic.Affine_Code,3184,16,2,315,562
Affine_Arithmetic,Affine_Arithmetic.Optimize_Integer,1863,1,0,47,0
Affine_Arithmetic,Affine_Arithmetic.Optimize_Float,1863,1,0,62,0
Affine_Arithmetic,Affine_Arithmetic.Print,1863,8,1,254,12
Affine_Arithmetic,Affine_Arithmetic.Float_Real,3184,9,2,95,145
Affine_Arithmetic,Affine_Arithmetic.Ex_Affine_Approximation,2827,3,2,30,33
Affine_Arithmetic,Affine_Arithmetic.Ex_Ineqs,2827,4,3,170,75
Affine_Arithmetic,Affine_Arithmetic.Ex_Inter,2827,3,1,39,263
Affine_Arithmetic,Affine_Arithmetic.Affine_Arithmetic,3184,1,2,1,12
Aggregation_Algebras,Aggregation_Algebras.Semigroups_Big,1502,2,3,10,749
Aggregation_Algebras,Aggregation_Algebras.Aggregation_Algebras,1502,2,1,50,184
Aggregation_Algebras,Aggregation_Algebras.Matrix_Aggregation_Algebras,1502,3,1,114,1017
Aggregation_Algebras,Aggregation_Algebras.Linear_Aggregation_Algebras,1502,1,1,102,1171
Akra_Bazzi,Akra_Bazzi.Akra_Bazzi_Library,2661,14,6,202,926
Akra_Bazzi,Akra_Bazzi.Akra_Bazzi_Asymptotics,2661,12,2,168,1360
Akra_Bazzi,Akra_Bazzi.Akra_Bazzi_Real,2661,14,6,357,1511
Akra_Bazzi,Akra_Bazzi.Akra_Bazzi,2661,15,5,131,1134
Akra_Bazzi,Akra_Bazzi.Master_Theorem,2661,15,5,135,532
Akra_Bazzi,Akra_Bazzi.Eval_Numeral,2661,7,2,71,145
Akra_Bazzi,Akra_Bazzi.Akra_Bazzi_Method,2661,15,2,117,426
Akra_Bazzi,Akra_Bazzi.Akra_Bazzi_Approximation,2661,4,2,18,109
Akra_Bazzi,Akra_Bazzi.Master_Theorem_Examples,2661,5,3,32,254
Algebraic_Numbers,Algebraic_Numbers.Algebraic_Numbers_Prelim,2501,28,28,2295,2167
Algebraic_Numbers,Algebraic_Numbers.Bivariate_Polynomials,2501,21,4,988,514
Algebraic_Numbers,Algebraic_Numbers.Resultant,2501,31,16,4231,3029
Algebraic_Numbers,Algebraic_Numbers.Algebraic_Numbers,2501,35,11,4691,935
Algebraic_Numbers,Algebraic_Numbers.Sturm_Rat,2501,15,8,318,326
Algebraic_Numbers,Algebraic_Numbers.Factors_of_Int_Poly,657,0,2,0,295
Algebraic_Numbers,Algebraic_Numbers.Min_Int_Poly,594,2,0,168,0
Algebraic_Numbers,Algebraic_Numbers.Algebraic_Numbers_Pre_Impl,71,0,1,0,336
Algebraic_Numbers,Algebraic_Numbers.Cauchy_Root_Bound,71,0,1,0,185
Algebraic_Numbers,Algebraic_Numbers.Real_Algebraic_Numbers,2501,30,39,5143,9278
Algebraic_Numbers,Algebraic_Numbers.Real_Roots,2501,17,19,850,1485
Algebraic_Numbers,Algebraic_Numbers.Complex_Roots_Real_Poly,2501,14,5,236,481
Algebraic_Numbers,Algebraic_Numbers.Compare_Complex,2501,8,3,66,101
Algebraic_Numbers,Algebraic_Numbers.Interval_Arithmetic,2003,1,5,14,1269
Algebraic_Numbers,Algebraic_Numbers.Complex_Algebraic_Numbers,2501,24,24,948,1973
Algebraic_Numbers,Algebraic_Numbers.Show_Real_Alg,2501,4,5,9,63
Algebraic_Numbers,Algebraic_Numbers.Show_Real_Approx,2501,1,4,2,40
Algebraic_Numbers,Algebraic_Numbers.Show_Real_Precise,2501,4,5,162,90
Algebraic_Numbers,Algebraic_Numbers.Algebraic_Number_Tests,2501,13,9,109,172
Algebraic_Numbers,Algebraic_Numbers.Algebraic_Numbers_External_Code,1375,0,1,0,130
Algebraic_VCs,Algebraic_VCs.VC_KAT_scratch,2322,4,1,43,368
Algebraic_VCs,Algebraic_VCs.VC_KAD_scratch,2322,5,1,58,536
Algebraic_VCs,Algebraic_VCs.P2S2R,2322,2,1,10,179
Algebraic_VCs,Algebraic_VCs.VC_KAT,2322,3,1,36,208
Algebraic_VCs,Algebraic_VCs.VC_KAT_Examples,2322,3,1,7,72
Algebraic_VCs,Algebraic_VCs.VC_KAT_Examples2,2322,4,2,13,66
Algebraic_VCs,Algebraic_VCs.RKAT,2322,2,1,10,99
Algebraic_VCs,Algebraic_VCs.RKAT_Models,2322,2,1,6,25
Algebraic_VCs,Algebraic_VCs.VC_RKAT,2322,1,1,10,47
Algebraic_VCs,Algebraic_VCs.VC_RKAT_Examples,2322,2,1,7,38
Algebraic_VCs,Algebraic_VCs.VC_KAD,2322,2,1,28,237
Algebraic_VCs,Algebraic_VCs.VC_KAD_Examples,2322,3,2,6,107
Algebraic_VCs,Algebraic_VCs.VC_KAD_Examples2,2322,4,3,13,106
Algebraic_VCs,Algebraic_VCs.VC_KAD_dual,2322,1,1,14,90
Algebraic_VCs,Algebraic_VCs.VC_KAD_dual_Examples,2322,3,2,8,109
Algebraic_VCs,Algebraic_VCs.VC_KAD_wf,2322,4,1,40,190
Algebraic_VCs,Algebraic_VCs.VC_KAD_wf_Examples,2322,2,1,12,38
Algebraic_VCs,Algebraic_VCs.Path_Model_Example,2322,4,3,26,237
Algebraic_VCs,Algebraic_VCs.Pointer_Examples,2322,3,2,12,42
Algebraic_VCs,Algebraic_VCs.KAD_is_KAT,2322,3,1,18,93
Algebraic_VCs,Algebraic_VCs.Domain_Quantale,2322,7,1,112,523
Allen_Calculus,Allen_Calculus.xor_cal,2219,1,1,4,30
Allen_Calculus,Allen_Calculus.axioms,2219,1,1,8,100
Allen_Calculus,Allen_Calculus.allen,2219,3,1,252,2311
Allen_Calculus,Allen_Calculus.disjoint_relations,2219,2,1,8,360
Allen_Calculus,Allen_Calculus.jointly_exhaustive,2219,2,1,6,115
Allen_Calculus,Allen_Calculus.examples,2219,2,1,12,210
Allen_Calculus,Allen_Calculus.nest,2219,5,1,35,810
Amicable_Numbers,Amicable_Numbers.Amicable_Numbers,804,2,1,6,1537
Amortized_Complexity,Amortized_Complexity.Amortized_Framework0,3034,8,13,368,345
Amortized_Complexity,Amortized_Complexity.Amortized_Framework,2315,3,7,23,160
Amortized_Complexity,Amortized_Complexity.Amortized_Examples,2315,1,10,10,689
Amortized_Complexity,Amortized_Complexity.Priority_Queue_ops_merge,2296,1,2,13,4
Amortized_Complexity,Amortized_Complexity.Skew_Heap_Analysis,2997,15,15,449,448
Amortized_Complexity,Amortized_Complexity.Lemmas_log,2629,1,5,2,145
Amortized_Complexity,Amortized_Complexity.Splay_Tree_Analysis_Base,2955,9,9,525,238
Amortized_Complexity,Amortized_Complexity.Splay_Tree_Analysis,3034,15,21,754,2458
Amortized_Complexity,Amortized_Complexity.Splay_Tree_Analysis_Optimal,3034,16,16,593,1010
Amortized_Complexity,Amortized_Complexity.Priority_Queue_ops,2629,0,3,0,18
Amortized_Complexity,Amortized_Complexity.Splay_Heap_Analysis,2298,6,5,282,123
Amortized_Complexity,Amortized_Complexity.Pairing_Heap_Tree_Analysis,2296,7,11,142,425
Amortized_Complexity,Amortized_Complexity.Pairing_Heap_Tree_Analysis2,709,1,1,77,276
Amortized_Complexity,Amortized_Complexity.Pairing_Heap_List1_Analysis,2296,3,8,60,424
Amortized_Complexity,Amortized_Complexity.Pairing_Heap_List1_Analysis2,2291,1,3,18,172
Amortized_Complexity,Amortized_Complexity.Pairing_Heap_List2_Analysis,2296,2,5,14,287
AnselmGod,AnselmGod.AnselmGod,1875,3,2,210,357
Applicative_Lifting,Applicative_Lifting.Applicative,2501,5,1,82,130
Applicative_Lifting,Applicative_Lifting.Applicative_Environment,2501,5,1,40,16
Applicative_Lifting,Applicative_Lifting.Applicative_Option,2501,6,1,68,25
Applicative_Lifting,Applicative_Lifting.Applicative_Sum,2501,6,1,96,27
Applicative_Lifting,Applicative_Lifting.Applicative_Set,2501,3,1,25,17
Applicative_Lifting,Applicative_Lifting.Applicative_List,2501,5,1,98,21
Applicative_Lifting,Applicative_Lifting.Applicative_DNEList,2432,4,3,13,166
Applicative_Lifting,Applicative_Lifting.Applicative_Monoid,2436,3,2,10,71
Applicative_Lifting,Applicative_Lifting.Applicative_Filter,1560,0,1,0,52
Applicative_Lifting,Applicative_Lifting.Applicative_State,2501,5,1,59,2
Applicative_Lifting,Applicative_Lifting.Applicative_Stream,2501,7,1,94,34
Applicative_Lifting,Applicative_Lifting.Applicative_Open_State,2501,4,1,27,0
Applicative_Lifting,Applicative_Lifting.Applicative_PMF,2501,8,1,90,30
Applicative_Lifting,Applicative_Lifting.Applicative_Probability_List,2212,1,2,2,72
Applicative_Lifting,Applicative_Lifting.Applicative_Star,2479,2,3,6,22
Applicative_Lifting,Applicative_Lifting.Applicative_Vector,2253,2,1,6,29
Applicative_Lifting,Applicative_Lifting.Applicative_Functor,2501,4,6,24,6
Applicative_Lifting,Applicative_Lifting.Applicative_Environment_Algebra,2501,7,0,61,0
Applicative_Lifting,Applicative_Lifting.Stream_Algebra,2501,6,1,231,3
Applicative_Lifting,Applicative_Lifting.Tree_Relabelling,2501,8,5,506,241
Applicative_Lifting,Applicative_Lifting.Applicative_Examples,2501,2,0,11,0
Applicative_Lifting,Applicative_Lifting.Joinable,2501,3,1,179,8
Applicative_Lifting,Applicative_Lifting.Beta_Eta,2501,4,1,119,113
Applicative_Lifting,Applicative_Lifting.Combinators,2429,1,1,2,76
Applicative_Lifting,Applicative_Lifting.Idiomatic_Terms,2501,5,1,742,1305
Applicative_Lifting,Applicative_Lifting.Abstract_AF,2501,5,1,65,2
Applicative_Lifting,Applicative_Lifting.Applicative_Test,2501,5,1,208,30
Approximation_Algorithms,Approximation_Algorithms.Approx_VC_Hoare,1015,0,1,0,202
Approximation_Algorithms,Approximation_Algorithms.Approx_SC_Hoare,626,0,1,0,368
Approximation_Algorithms,Approximation_Algorithms.Approx_MIS_Hoare,1015,0,1,0,561
Approximation_Algorithms,Approximation_Algorithms.Approx_LB_Hoare,1015,0,3,0,667
Approximation_Algorithms,Approximation_Algorithms.Approx_BP_Hoare,1015,1,1,8,1706
Approximation_Algorithms,Approximation_Algorithms.Center_Selection,485,1,1,163,488
Architectural_Design_Patterns,Architectural_Design_Patterns.Singleton,1701,4,2,98,207
Architectural_Design_Patterns,Architectural_Design_Patterns.Publisher_Subscriber,1701,5,3,108,142
Architectural_Design_Patterns,Architectural_Design_Patterns.Blackboard,1701,6,5,897,972
Architectural_Design_Patterns,Architectural_Design_Patterns.Auxiliary,1616,1,1,116,2
Architectural_Design_Patterns,Architectural_Design_Patterns.RF_LTL,1616,1,2,530,50
Architectural_Design_Patterns,Architectural_Design_Patterns.Blockchain,1701,6,4,4172,1337
Aristotles_Assertoric_Syllogistic,Aristotles_Assertoric_Syllogistic.AristotlesAssertoric,1106,1,1,2,247
Arith_Prog_Rel_Primes,Arith_Prog_Rel_Primes.Arith_Prog_Rel_Primes,990,1,2,1908,957
ArrowImpossibilityGS,ArrowImpossibilityGS.Arrow_Utility,5137,7,3,48,403
ArrowImpossibilityGS,ArrowImpossibilityGS.Arrow_Order,5137,14,5,128,357
ArrowImpossibilityGS,ArrowImpossibilityGS.GS,5137,9,2,96,304
Attack_Trees,Attack_Trees.MC,913,1,1,4,467
Attack_Trees,Attack_Trees.AT,913,0,1,0,1051
Attack_Trees,Attack_Trees.Infrastructure,913,0,1,0,273
Attack_Trees,Attack_Trees.GDPRhealthcare,913,1,1,10,387
Auto2_HOL,Auto2_HOL.Auto2_Setup,328,1,0,35,0
Auto2_HOL,Auto2_HOL.Auto2_HOL_Extra_Setup,328,1,0,21,0
Auto2_HOL,Auto2_HOL.HOL_Base,1428,0,1,0,44
Auto2_HOL,Auto2_HOL.Auto2_HOL_Setup,328,1,0,104,0
Auto2_HOL,Auto2_HOL.Logic_Thms,1428,2,1,101,112
Auto2_HOL,Auto2_HOL.Order_Thms,1428,3,1,74,72
Auto2_HOL,Auto2_HOL.Arith_Thms,1428,5,1,126,252
Auto2_HOL,Auto2_HOL.Set_Thms,1428,4,1,148,197
Auto2_HOL,Auto2_HOL.Lists_Thms,1428,4,2,210,338
Auto2_HOL,Auto2_HOL.Auto2_Main,1428,0,1,0,12
Auto2_HOL,Auto2_HOL.Auto2_Test,1428,1,1,12,20
Auto2_HOL,Auto2_HOL.Pelletier,1428,0,1,0,242
Auto2_HOL,Auto2_HOL.Primes_Ex,1428,2,1,20,146
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Mapping_Str,1374,0,1,0,183
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Lists_Ex,1374,0,1,0,189
Auto2_Imperative_HOL,Auto2_Imperative_HOL.BST,1374,0,1,0,170
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Partial_Equiv_Rel,1374,0,1,0,52
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Union_Find,1374,0,1,0,139
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Connectivity,1374,0,1,0,151
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Arrays_Ex,1374,0,1,0,180
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Dijkstra,1374,0,1,0,404
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Interval,1374,0,1,0,77
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Interval_Tree,1374,0,1,0,247
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Quicksort,1374,0,1,0,174
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Indexed_PQueue,1374,1,2,4,382
Auto2_Imperative_HOL,Auto2_Imperative_HOL.RBTree,1374,0,1,0,475
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Rect_Intersect,1374,0,1,0,316
Auto2_Imperative_HOL,Auto2_Imperative_HOL.SepLogic_Base,1374,0,1,0,19
Auto2_Imperative_HOL,Auto2_Imperative_HOL.SepAuto,1374,1,1,6,517
Auto2_Imperative_HOL,Auto2_Imperative_HOL.GCD_Impl,1374,0,1,0,55
Auto2_Imperative_HOL,Auto2_Imperative_HOL.LinkedList,1374,0,1,0,336
Auto2_Imperative_HOL,Auto2_Imperative_HOL.BST_Impl,1374,0,1,0,199
Auto2_Imperative_HOL,Auto2_Imperative_HOL.RBTree_Impl,1374,0,1,0,512
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Arrays_Impl,1374,0,1,0,76
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Quicksort_Impl,1374,0,1,0,84
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Union_Find_Impl,1374,0,1,0,126
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Connectivity_Impl,1374,0,1,0,44
Auto2_Imperative_HOL,Auto2_Imperative_HOL.DynamicArray,1374,0,1,0,211
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Indexed_PQueue_Impl,1374,0,1,0,295
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Dijkstra_Impl,1374,0,1,0,164
Auto2_Imperative_HOL,Auto2_Imperative_HOL.IntervalTree_Impl,1374,0,1,0,271
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Rect_Intersect_Impl,1374,0,1,0,117
Auto2_Imperative_HOL,Auto2_Imperative_HOL.Sep_Examples,1374,0,1,0,44
AutoFocus-Stream,AutoFocus-Stream.ListSlice,4263,13,1,474,3
AutoFocus-Stream,AutoFocus-Stream.AF_Stream,4263,14,5,2371,124
AutoFocus-Stream,AutoFocus-Stream.AF_Stream_Exec,4263,13,2,4612,26
